event_id,date,event_time,source,event_type,agent,counterparty,channel,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail,payload
1104,2022-04-22,2022-04-22 09:48:24,portfolio,pnl_snapshot,SocialGraphAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1105,2022-04-25,2022-04-25 09:48:25,portfolio,pnl_snapshot,MomentumAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1106,2022-04-25,2022-04-25 09:48:26,portfolio,pnl_snapshot,MeanReversionAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1107,2022-04-25,2022-04-25 09:48:27,portfolio,pnl_snapshot,LowVolatilityAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1108,2022-04-25,2022-04-25 09:48:28,portfolio,pnl_snapshot,DrawdownBuyerAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1109,2022-04-25,2022-04-25 09:48:29,portfolio,pnl_snapshot,RandomAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1110,2022-04-25,2022-04-25 09:48:30,portfolio,pnl_snapshot,CommitteeTeamAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1111,2022-04-25,2022-04-25 09:48:31,portfolio,pnl_snapshot,DynamicTeamAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1112,2022-04-25,2022-04-25 09:48:32,portfolio,pnl_snapshot,TruthfulReporterAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1113,2022-04-25,2022-04-25 09:48:33,portfolio,pnl_snapshot,PersuaderAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1114,2022-04-25,2022-04-25 09:48:34,portfolio,pnl_snapshot,FreeRiderAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1115,2022-04-25,2022-04-25 09:48:35,portfolio,pnl_snapshot,ContrarianAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1116,2022-04-25,2022-04-25 09:48:36,portfolio,pnl_snapshot,SocialGraphAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1117,2022-04-26,2022-04-26 09:48:37,portfolio,pnl_snapshot,MomentumAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1118,2022-04-26,2022-04-26 09:48:38,portfolio,pnl_snapshot,MeanReversionAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1119,2022-04-26,2022-04-26 09:48:39,portfolio,pnl_snapshot,LowVolatilityAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1120,2022-04-26,2022-04-26 09:48:40,portfolio,pnl_snapshot,DrawdownBuyerAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1121,2022-04-26,2022-04-26 09:48:41,portfolio,pnl_snapshot,RandomAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1122,2022-04-26,2022-04-26 09:48:42,portfolio,pnl_snapshot,CommitteeTeamAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1123,2022-04-26,2022-04-26 09:48:43,portfolio,pnl_snapshot,DynamicTeamAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1124,2022-04-26,2022-04-26 09:48:44,portfolio,pnl_snapshot,TruthfulReporterAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1125,2022-04-26,2022-04-26 09:48:45,portfolio,pnl_snapshot,PersuaderAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1126,2022-04-26,2022-04-26 09:48:46,portfolio,pnl_snapshot,FreeRiderAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1127,2022-04-26,2022-04-26 09:48:47,portfolio,pnl_snapshot,ContrarianAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1128,2022-04-26,2022-04-26 09:48:48,portfolio,pnl_snapshot,SocialGraphAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1129,2022-04-27,2022-04-27 09:48:49,portfolio,pnl_snapshot,MomentumAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1130,2022-04-27,2022-04-27 09:48:50,portfolio,pnl_snapshot,MeanReversionAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1131,2022-04-27,2022-04-27 09:48:51,portfolio,pnl_snapshot,LowVolatilityAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1132,2022-04-27,2022-04-27 09:48:52,portfolio,pnl_snapshot,DrawdownBuyerAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1133,2022-04-27,2022-04-27 09:48:53,portfolio,pnl_snapshot,RandomAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1134,2022-04-27,2022-04-27 09:48:54,portfolio,pnl_snapshot,CommitteeTeamAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1135,2022-04-27,2022-04-27 09:48:55,portfolio,pnl_snapshot,DynamicTeamAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1136,2022-04-27,2022-04-27 09:48:56,portfolio,pnl_snapshot,TruthfulReporterAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1137,2022-04-27,2022-04-27 09:48:57,portfolio,pnl_snapshot,PersuaderAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1138,2022-04-27,2022-04-27 09:48:58,portfolio,pnl_snapshot,FreeRiderAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1139,2022-04-27,2022-04-27 09:48:59,portfolio,pnl_snapshot,ContrarianAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1140,2022-04-27,2022-04-27 09:49:00,portfolio,pnl_snapshot,SocialGraphAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1141,2022-04-28,2022-04-28 09:49:01,portfolio,pnl_snapshot,MomentumAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1142,2022-04-28,2022-04-28 09:49:02,portfolio,pnl_snapshot,MeanReversionAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1143,2022-04-28,2022-04-28 09:49:03,portfolio,pnl_snapshot,LowVolatilityAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1144,2022-04-28,2022-04-28 09:49:04,portfolio,pnl_snapshot,DrawdownBuyerAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1145,2022-04-28,2022-04-28 09:49:05,portfolio,pnl_snapshot,RandomAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1146,2022-04-28,2022-04-28 09:49:06,portfolio,pnl_snapshot,CommitteeTeamAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1147,2022-04-28,2022-04-28 09:49:07,portfolio,pnl_snapshot,DynamicTeamAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1148,2022-04-28,2022-04-28 09:49:08,portfolio,pnl_snapshot,TruthfulReporterAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1149,2022-04-28,2022-04-28 09:49:09,portfolio,pnl_snapshot,PersuaderAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1150,2022-04-28,2022-04-28 09:49:10,portfolio,pnl_snapshot,FreeRiderAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1151,2022-04-28,2022-04-28 09:49:11,portfolio,pnl_snapshot,ContrarianAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1152,2022-04-28,2022-04-28 09:49:12,portfolio,pnl_snapshot,SocialGraphAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1153,2022-04-29,2022-04-29 09:49:13,portfolio,pnl_snapshot,MomentumAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1154,2022-04-29,2022-04-29 09:49:14,portfolio,pnl_snapshot,MeanReversionAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1155,2022-04-29,2022-04-29 09:49:15,portfolio,pnl_snapshot,LowVolatilityAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1156,2022-04-29,2022-04-29 09:49:16,portfolio,pnl_snapshot,DrawdownBuyerAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1157,2022-04-29,2022-04-29 09:49:17,portfolio,pnl_snapshot,RandomAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1158,2022-04-29,2022-04-29 09:49:18,portfolio,pnl_snapshot,CommitteeTeamAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1159,2022-04-29,2022-04-29 09:49:19,portfolio,pnl_snapshot,DynamicTeamAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1160,2022-04-29,2022-04-29 09:49:20,portfolio,pnl_snapshot,TruthfulReporterAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1161,2022-04-29,2022-04-29 09:49:21,portfolio,pnl_snapshot,PersuaderAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1162,2022-04-29,2022-04-29 09:49:22,portfolio,pnl_snapshot,FreeRiderAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1163,2022-04-29,2022-04-29 09:49:23,portfolio,pnl_snapshot,ContrarianAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1164,2022-04-29,2022-04-29 09:49:24,portfolio,pnl_snapshot,SocialGraphAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,PnL +0.00 (+0.00%)，持仓 cash only,"{""positions"": {""ALPHA"": 0, ""BETA"": 0, ""DELTA"": 0, ""GAMMA"": 0, ""OMEGA"": 0, ""SIGMA"": 0}}"
1165,2022-05-02,2022-05-02 09:49:25,strategy,strategy_choice,MomentumAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,选择 cooperate：好友 4、可见消息 0、声誉 0.50，合作可提高信息融合。,"{""utilities"": {""cooperate"": 0.38909090909090915, ""compete"": 0.2937187777855215, ""observe"": 0.18272727272727274, ""independent"": 0.3109090909090909}, ""visible_messages"": 0, ""friend_count"": 4}"
1166,2022-05-02,2022-05-02 09:49:26,strategy,strategy_choice,MeanReversionAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,选择 compete：PageRank 0.051、收益 +0.00%，竞争可扩大影响力。,"{""utilities"": {""cooperate"": 0.2890909090909091, ""compete"": 0.4137187777855215, ""observe"": 0.18272727272727274, ""independent"": 0.3109090909090909}, ""visible_messages"": 0, ""friend_count"": 4}"
1167,2022-05-02,2022-05-02 09:49:27,strategy,strategy_choice,LowVolatilityAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,选择 cooperate：好友 6、可见消息 0、声誉 0.50，合作可提高信息融合。,"{""utilities"": {""cooperate"": 0.3509090909090909, ""compete"": 0.2937187777855215, ""observe"": 0.3390909090909091, ""independent"": 0.2890909090909091}, ""visible_messages"": 0, ""friend_count"": 6}"
1168,2022-05-02,2022-05-02 09:49:28,strategy,strategy_choice,DrawdownBuyerAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,选择 independent：图密度 0.45、好友 4、收益 +0.00%，社交边际收益不足。,"{""utilities"": {""cooperate"": 0.2890909090909091, ""compete"": 0.2937187777855215, ""observe"": 0.18272727272727274, ""independent"": 0.3109090909090909}, ""visible_messages"": 0, ""friend_count"": 4}"
1169,2022-05-02,2022-05-02 09:49:29,strategy,strategy_choice,RandomAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,选择 independent：图密度 0.45、好友 2、收益 +0.00%，社交边际收益不足。,"{""utilities"": {""cooperate"": 0.2272727272727273, ""compete"": 0.2937187777855215, ""observe"": 0.14636363636363636, ""independent"": 0.4127272727272728}, ""visible_messages"": 0, ""friend_count"": 2}"
1170,2022-05-02,2022-05-02 09:49:30,strategy,strategy_choice,CommitteeTeamAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,选择 cooperate：好友 6、可见消息 0、声誉 0.50，合作可提高信息融合。,"{""utilities"": {""cooperate"": 0.4509090909090909, ""compete"": 0.40909090909090906, ""observe"": 0.2190909090909091, ""independent"": 0.2890909090909091}, ""visible_messages"": 0, ""friend_count"": 6}"
1171,2022-05-02,2022-05-02 09:49:31,strategy,strategy_choice,DynamicTeamAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,选择 cooperate：好友 6、可见消息 0、声誉 0.50，合作可提高信息融合。,"{""utilities"": {""cooperate"": 0.4509090909090909, ""compete"": 0.40909090909090906, ""observe"": 0.2190909090909091, ""independent"": 0.2890909090909091}, ""visible_messages"": 0, ""friend_count"": 6}"
1172,2022-05-02,2022-05-02 09:49:32,strategy,strategy_choice,TruthfulReporterAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,选择 independent：图密度 0.45、好友 1、收益 +0.00%，社交边际收益不足。,"{""utilities"": {""cooperate"": 0.2963636363636364, ""compete"": 0.2937187777855215, ""observe"": 0.12818181818181817, ""independent"": 0.34363636363636363}, ""visible_messages"": 0, ""friend_count"": 1}"
1173,2022-05-02,2022-05-02 09:49:33,strategy,strategy_choice,PersuaderAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,选择 compete：PageRank 0.051、收益 +0.00%，竞争可扩大影响力。,"{""utilities"": {""cooperate"": 0.2272727272727273, ""compete"": 0.4137187777855215, ""observe"": 0.14636363636363636, ""independent"": 0.33272727272727276}, ""visible_messages"": 0, ""friend_count"": 2}"
1174,2022-05-02,2022-05-02 09:49:34,strategy,strategy_choice,FreeRiderAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,选择 independent：图密度 0.45、好友 1、收益 +0.00%，社交边际收益不足。,"{""utilities"": {""cooperate"": 0.19636363636363635, ""compete"": 0.2937187777855215, ""observe"": 0.24818181818181817, ""independent"": 0.34363636363636363}, ""visible_messages"": 0, ""friend_count"": 1}"
1175,2022-05-02,2022-05-02 09:49:35,strategy,strategy_choice,ContrarianAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,选择 compete：PageRank 0.051、收益 +0.00%，竞争可扩大影响力。,"{""utilities"": {""cooperate"": 0.2890909090909091, ""compete"": 0.4137187777855215, ""observe"": 0.18272727272727274, ""independent"": 0.3109090909090909}, ""visible_messages"": 0, ""friend_count"": 4}"
1176,2022-05-02,2022-05-02 09:49:36,strategy,strategy_choice,SocialGraphAgent,,,,,0,0.0,0.0,100000.0,100000.0,0.0,0.0,选择 cooperate：好友 6、可见消息 0、声誉 0.50，合作可提高信息融合。,"{""utilities"": {""cooperate"": 0.4509090909090909, ""compete"": 0.40909090909090906, ""observe"": 0.2190909090909091, ""independent"": 0.2890909090909091}, ""visible_messages"": 0, ""friend_count"": 6}"
