date,agent,strategy,expected_utility,cooperate_utility,compete_utility,observe_utility,independent_utility,reason,reputation,influence_score,pagerank,friend_count,visible_messages,return_to_date,graph_density
2021-05-14,ContrarianAgent,compete,0.4239500327180467,0.2890909090909091,0.4239500327180467,0.18272727272727274,0.3109090909090909,PageRank 0.054、收益 +0.00%，竞争可扩大影响力。,0.5,0.0,0.05412753434087156,4,0,0.0,0.45454545454545453
2021-05-14,SocialGraphAgent,cooperate,0.4509090909090909,0.4509090909090909,0.40909090909090906,0.2190909090909091,0.2890909090909091,好友 6、可见消息 0、声誉 0.50，合作可提高信息融合。,0.5,0.0,0.17783553593936166,6,0,0.0,0.45454545454545453
2021-05-21,MomentumAgent,compete,0.5593753851280201,0.3584882135709091,0.5593753851280201,0.43939393939393945,0.26500504762909094,PageRank 0.050、收益 +2.35%，竞争可扩大影响力。,0.0,0.3817440682761433,0.04992867679919748,4,6,0.02349326120000006,0.45454545454545453
2021-05-21,MeanReversionAgent,compete,0.6846994789130141,0.2334564211842424,0.6846994789130141,0.3905050505050505,0.2874573590490908,PageRank 0.050、收益 +2.76%，竞争可扩大影响力。,0.0,0.37629574776129954,0.04993166357002923,4,4,0.027580446899999833,0.45454545454545453
2021-05-21,LowVolatilityAgent,observe,0.5957575757575757,0.3232991821890908,0.5694811142149643,0.5957575757575757,0.24767604601090895,可见消息 6 且声誉 0.00，先观察以利用外部信息。,0.0,0.3716017406130975,0.05003400235112651,6,6,0.03097522819999976,0.45454545454545453
2021-05-21,DrawdownBuyerAgent,cooperate,0.38476288417090904,0.38476288417090904,0.33976806457801995,0.3293939393939394,0.27441705352909085,好友 4、可见消息 6、声誉 0.50，合作可提高信息融合。,0.5,0.0,0.04992867679919748,4,6,0.039179937699999945,0.45454545454545453
2021-05-21,RandomAgent,independent,0.3741567834272729,0.30155906773939406,0.3136088377930146,0.2685858585858586,0.3741567834272729,图密度 0.45、好友 2、收益 +1.90%，社交边际收益不足。,0.5,0.0,0.04993166357002923,2,5,0.01904918450000026,0.45454545454545453
2021-05-21,CommitteeTeamAgent,compete,0.6874850009309091,0.4360559909624243,0.6874850009309091,0.5002020202020202,0.23681125917090906,PageRank 0.178、收益 +2.95%，竞争可扩大影响力。,0.0,0.38056523220694916,0.17819060347356747,6,7,0.02953391679999995,0.45454545454545453
2021-05-21,DynamicTeamAgent,compete,0.6874850009309091,0.4360559909624243,0.6874850009309091,0.5002020202020202,0.23681125917090906,PageRank 0.178、收益 +2.95%，竞争可扩大影响力。,0.0,0.3819321993988959,0.1777090401340045,6,7,0.02953391679999995,0.45454545454545453
2021-05-21,TruthfulReporterAgent,cooperate,0.35430670449696966,0.35430670449696966,0.3189316708180467,0.22595959595959597,0.31055096583636366,好友 1、可见消息 4、声誉 0.50，合作可提高信息融合。,0.5,0.0,0.05412753434087156,1,4,0.011524336999999996,0.45454545454545453
2021-05-21,PersuaderAgent,compete,0.6998046136880465,0.1449715726993939,0.6998046136880465,0.3052525252525253,0.3292755408672726,PageRank 0.054、收益 +2.76%，竞争可扩大影响力。,0.0,0.3760828318420833,0.05412753434087156,2,2,0.027580446899999833,0.45454545454545453
2021-05-21,FreeRiderAgent,observe,0.34595959595959597,0.2540059645769697,0.3179542660780469,0.34595959595959597,0.31009985595636375,可见消息 4 且声誉 0.50，先观察以利用外部信息。,0.5,0.0,0.05412753434087156,1,4,0.010772487200000125,0.45454545454545453
2021-05-21,ContrarianAgent,compete,0.7148839517280466,0.46476288417090905,0.7148839517280466,0.14606060606060606,0.3044170535290909,PageRank 0.054、收益 +3.92%，竞争可扩大影响力。,1.0,0.2847816829642115,0.05412753434087156,4,3,0.039179937699999945,0.45454545454545453
2021-05-21,SocialGraphAgent,compete,0.6841236574909088,0.4350217314424242,0.6841236574909088,0.5002020202020202,0.2352598698909089,PageRank 0.178、收益 +2.69%，竞争可扩大影响力。,0.0,0.3819321993988959,0.17783553593936166,6,7,0.02694826799999972,0.45454545454545453
2021-05-28,MomentumAgent,observe,0.6349494949494949,0.47864773479757583,0.6032271624480201,0.6349494949494949,0.20524432946909096,可见消息 14 且声誉 0.00，先观察以利用外部信息。,0.0,0.24605547717262688,0.04992867679919748,4,14,0.057225397600000116,0.45454545454545453
2021-05-28,MeanReversionAgent,compete,0.7267158828230139,0.4463845454642423,0.7267158828230139,0.4271717171717172,0.2468495454690907,PageRank 0.050、收益 +5.99%，竞争可扩大影响力。,0.5,0.21777713822592354,0.04993166357002923,4,10,0.05990075759999969,0.45454545454545453
2021-05-28,LowVolatilityAgent,observe,0.7424242424242424,0.4086192483090909,0.5867713291049645,0.7424242424242424,0.1956561451909091,可见消息 12 且声誉 0.00，先观察以利用外部信息。,0.0,0.19934545023192815,0.05003400235112651,6,12,0.04427539349999998,0.45454545454545453
2021-05-28,DrawdownBuyerAgent,observe,0.5005050505050505,0.4944070031042424,0.39277811777801985,0.5005050505050505,0.22888323192909082,可见消息 13 且声誉 0.50，先观察以利用外部信息。,0.5,0.0,0.04992867679919748,4,13,0.07995690169999992,0.45454545454545453
2021-05-28,RandomAgent,observe,0.4396969696969697,0.40642541271272736,0.35109112562301464,0.4396969696969697,0.32145630088727284,可见消息 12 且声誉 0.50，先观察以利用外部信息。,0.5,0.0,0.04993166357002923,2,12,0.047881713600000264,0.45454545454545453
2021-05-28,CommitteeTeamAgent,compete,0.732091298770909,0.5297810056824241,0.732091298770909,0.6468686868686869,0.197398781250909,PageRank 0.178、收益 +6.38%，竞争可扩大影响力。,0.0,0.20127012868629743,0.17819060347356747,6,13,0.06384645359999985,0.45454545454545453
2021-05-28,DynamicTeamAgent,compete,0.732091298770909,0.5297810056824241,0.732091298770909,0.6468686868686869,0.197398781250909,PageRank 0.178、收益 +6.38%，竞争可扩大影响力。,0.0,0.20543397586484194,0.1777090401340045,6,13,0.06384645359999985,0.45454545454545453
2021-05-28,TruthfulReporterAgent,compete,0.6054249804080467,0.5819456715503031,0.6054249804080467,0.2870707070707071,0.2620094164163636,PageRank 0.054、收益 +4.73%，竞争可扩大影响力。,1.0,0.35083933209600165,0.05412753434087156,1,11,0.047288421299999994,0.45454545454545453
2021-05-28,PersuaderAgent,compete,0.7418210175980463,0.3578996969793938,0.7418210175980463,0.3419191919191919,0.2886677272872725,PageRank 0.054、收益 +5.99%，竞争可扩大影响力。,0.5,0.21819663401432846,0.05412753434087156,2,8,0.05990075759999969,0.45454545454545453
2021-05-28,FreeRiderAgent,observe,0.517070707070707,0.352446765150303,0.33455353460804643,0.517070707070707,0.24776105681636348,可见消息 11 且声誉 0.50，先观察以利用外部信息。,0.5,0.0,0.05412753434087156,1,11,0.023541155299999783,0.45454545454545453
2021-05-28,ContrarianAgent,compete,0.7687515239280468,0.5613375217709091,0.7687515239280468,0.2927272727272727,0.26927900992909093,PageRank 0.054、收益 +8.06%，竞争可扩大影响力。,1.0,0.2767723165969113,0.05412753434087156,4,9,0.08061653170000005,0.45454545454545453
2021-05-28,SocialGraphAgent,compete,0.7280490765609093,0.5285372450024243,0.7280490765609093,0.6468686868686869,0.19553314023090915,PageRank 0.178、收益 +6.07%，竞争可扩大影响力。,0.0,0.20112959143531522,0.17783553593936166,6,13,0.060737051900000116,0.45454545454545453
2021-06-04,MomentumAgent,observe,0.7327272727272728,0.5346335194509092,0.6118476292380202,0.7327272727272728,0.16922300644909097,可见消息 20 且声誉 0.00，先观察以利用外部信息。,0.0,0.2177236324840894,0.04992867679919748,4,20,0.06385652590000013,0.45454545454545453
2021-06-04,MeanReversionAgent,compete,0.7206665621430141,0.5245232160242423,0.7206665621430141,0.5738383838383838,0.18405755130909077,PageRank 0.050、收益 +5.52%，竞争可扩大影响力。,0.5,0.20146161843757612,0.04993166357002923,4,16,0.05524743399999976,0.45454545454545453
2021-06-04,LowVolatilityAgent,observe,0.8890909090909092,0.4890283486690908,0.5881009052749643,0.8890909090909092,0.13626979573090897,可见消息 18 且声誉 0.00，先观察以利用外部信息。,0.0,0.1950771677031364,0.05003400235112651,6,18,0.045298144399999796,0.45454545454545453
2021-06-04,DrawdownBuyerAgent,observe,0.6227272727272728,0.557187789410909,0.3801490066080198,0.6227272727272728,0.1730544113890908,可见消息 19 且声誉 0.50，先观察以利用外部信息。,0.5,0.0,0.04992867679919748,4,19,0.07024220079999988,0.45454545454545453
2021-06-04,RandomAgent,observe,0.5863636363636364,0.4830055151527273,0.3399764585530144,0.5863636363636364,0.25632645454727276,可见消息 18 且声誉 0.50，先观察以利用外部信息。,0.5,0.0,0.04993166357002923,2,18,0.03933196970000008,0.45454545454545453
2021-06-04,CommitteeTeamAgent,observe,0.7690909090909092,0.595202187829091,0.7280434740809093,0.7690909090909092,0.14553055447090918,可见消息 18 且声誉 0.00，先观察以利用外部信息。,0.0,0.22862641474651182,0.17819060347356747,6,18,0.06073274230000014,0.45454545454545453
2021-06-04,DynamicTeamAgent,observe,0.7690909090909092,0.595202187829091,0.7280434740809093,0.7690909090909092,0.14553055447090918,可见消息 18 且声誉 0.00，先观察以利用外部信息。,0.0,0.2349108594483337,0.1777090401340045,6,18,0.06073274230000014,0.45454545454545453
2021-06-04,TruthfulReporterAgent,cooperate,0.6500613577769698,0.6500613577769698,0.6101342939780472,0.40929292929292926,0.21418294575636385,好友 1、可见消息 16、声誉 1.00，合作可提高信息融合。,1.0,0.443961376040581,0.05412753434087156,1,16,0.05091097020000035,0.45454545454545453
2021-06-04,PersuaderAgent,compete,0.7343159518480464,0.3822571126460605,0.7343159518480464,0.5008080808080808,0.2352038507872726,PageRank 0.054、收益 +5.41%，竞争可扩大影响力。,0.3333333333333333,0.194858197119652,0.05412753434087156,2,13,0.05412763009999977,0.45454545454545453
2021-06-04,FreeRiderAgent,observe,0.6637373737373737,0.43273085579030296,0.33547682918804655,0.6637373737373737,0.18818719277636356,可见消息 17 且声誉 0.50，先观察以利用外部信息。,0.5,0.0,0.05412753434087156,1,17,0.02425138189999987,0.45454545454545453
2021-06-04,ContrarianAgent,compete,0.7549051721880466,0.5437437725175757,0.7549051721880466,0.4882828282828283,0.21288838604909083,PageRank 0.054、收益 +7.00%，竞争可扩大影响力。,0.6666666666666666,0.22494789366318366,0.05412753434087156,4,14,0.0699654918999999,0.45454545454545453
2021-06-04,SocialGraphAgent,observe,0.7690909090909092,0.5945710960290909,0.7259924257309092,0.7690909090909092,0.1445839167709091,可见消息 18 且声誉 0.00，先观察以利用外部信息。,0.0,0.22691828397688796,0.17783553593936166,6,18,0.05915501280000002,0.45454545454545453
2021-06-11,MomentumAgent,observe,0.7327272727272728,0.5454875709709092,0.64712329667802,0.7327272727272728,0.1855040837290909,可见消息 24 且声誉 0.00，先观察以利用外部信息。,0.0,0.20534846020568637,0.04992867679919748,4,24,0.09099165470000004,0.45454545454545453
2021-06-11,MeanReversionAgent,compete,0.724666202073014,0.552420541130909,0.724666202073014,0.6227272727272728,0.16590353896909077,PageRank 0.050、收益 +5.83%，竞争可扩大影响力。,0.5,0.18652519532752193,0.04993166357002923,4,19,0.05832408009999979,0.45454545454545453
2021-06-11,LowVolatilityAgent,observe,0.8890909090909092,0.4891358318690909,0.5884502256749644,0.8890909090909092,0.13643102053090903,可见消息 22 且声誉 0.00，先观察以利用外部信息。,0.0,0.16830379950320268,0.05003400235112651,6,22,0.04556685239999991,0.45454545454545453
2021-06-11,DrawdownBuyerAgent,observe,0.7327272727272728,0.4339314450109091,0.6095658873080199,0.7327272727272728,0.1681698947890908,可见消息 22 且声誉 0.00，先观察以利用外部信息。,0.0,0.3014379717598952,0.04992867679919748,4,22,0.06210133979999988,0.45454545454545453
2021-06-11,RandomAgent,observe,0.5863636363636364,0.48899545431272734,0.35944376082301444,0.5863636363636364,0.2653113632872728,可见消息 21 且声誉 0.50，先观察以利用外部信息。,0.5,0.0,0.04993166357002923,2,21,0.05430681760000011,0.45454545454545453
2021-06-11,CommitteeTeamAgent,observe,0.7690909090909092,0.5953660576290909,0.7285760509309093,0.7690909090909092,0.14577635917090914,可见消息 22 且声誉 0.00，先观察以利用外部信息。,0.0,0.19337232369523888,0.17819060347356747,6,22,0.0611424168000001,0.45454545454545453
2021-06-11,DynamicTeamAgent,observe,0.7690909090909092,0.5952933798690909,0.7283398482109094,0.7690909090909092,0.14566734253090918,可见消息 21 且声誉 0.00，先观察以利用外部信息。,0.0,0.19750830691964702,0.1777090401340045,6,21,0.06096072240000017,0.45454545454545453
2021-06-11,TruthfulReporterAgent,cooperate,0.6876268584836362,0.6876268584836362,0.6455555046080469,0.4581818181818182,0.21053119681636367,好友 1、可见消息 19、声誉 1.00，合作可提高信息融合。,1.0,0.2801322867387158,0.05412753434087156,1,19,0.07815805530000008,0.45454545454545453
2021-06-11,PersuaderAgent,compete,0.7214487888380464,0.38496465223272724,0.7214487888380464,0.5680303030303031,0.2092651601672726,PageRank 0.054、收益 +4.42%，竞争可扩大影响力。,0.25,0.2262518734655269,0.05412753434087156,2,15,0.04422981239999979,0.45454545454545453
2021-06-11,FreeRiderAgent,observe,0.6881818181818182,0.4462317950036364,0.33602154829804687,0.6881818181818182,0.1784386015963637,可见消息 20 且声誉 0.50，先观察以利用外部信息。,0.5,0.0,0.05412753434087156,1,20,0.024670396600000144,0.45454545454545453
2021-06-11,ContrarianAgent,compete,0.7637404200380464,0.5464623103175756,0.7637404200380464,0.5982828282828283,0.18696619274909076,PageRank 0.054、收益 +7.68%，竞争可扩大影响力。,0.5,0.21159323973865687,0.05412753434087156,4,17,0.07676183639999978,0.45454545454545453
2021-06-11,SocialGraphAgent,compete,0.728533806000909,0.6553530591890908,0.728533806000909,0.7140909090909091,0.14575686151090902,PageRank 0.178、收益 +6.11%，竞争可扩大影响力。,0.25,0.1822194841328563,0.17783553593936166,6,21,0.061109920699999876,0.45454545454545453
2021-06-21,MomentumAgent,compete,0.6633929048380202,0.49716027091757586,0.6633929048380202,0.6349494949494949,0.23301313364909093,PageRank 0.050、收益 +10.35%，竞争可扩大影响力。,0.0,0.19523332151099138,0.04992867679919748,4,14,0.10350673790000009,0.45454545454545453
2021-06-21,MeanReversionAgent,compete,0.6840498121030141,0.459923190370909,0.6840498121030141,0.4760606060606061,0.20715751282909076,PageRank 0.050、收益 +2.71%，竞争可扩大影响力。,0.5,0.17912242019234453,0.04993166357002923,4,12,0.027080703199999778,0.45454545454545453
2021-06-21,LowVolatilityAgent,observe,0.7668686868686869,0.41647495340242424,0.5689690373249646,0.7668686868686869,0.17743970283090912,可见消息 13 且声誉 0.00，先观察以利用外部信息。,0.0,0.16226498037526357,0.05003400235112651,6,13,0.03058132290000004,0.45454545454545453
2021-06-21,DrawdownBuyerAgent,observe,0.5860606060606061,0.3327787778909091,0.54081971916802,0.5860606060606061,0.19644089410909085,可见消息 12 且声誉 0.00，先观察以利用外部信息。,0.0,0.2815174121543457,0.04992867679919748,4,12,0.009219671999999957,0.45454545454545453
2021-06-21,RandomAgent,observe,0.4396969696969697,0.3938576505527273,0.31024589860301455,0.4396969696969697,0.3026046576472728,可见消息 12 且声誉 0.50，先观察以利用外部信息。,0.5,0.0,0.04993166357002923,2,12,0.016462308200000164,0.45454545454545453
2021-06-21,CommitteeTeamAgent,compete,0.7050207637209092,0.5214516102824243,0.7050207637209092,0.6468686868686869,0.1849046881509091,PageRank 0.178、收益 +4.30%，竞争可扩大影响力。,0.0,0.18066680039976096,0.17819060347356747,6,13,0.04302296510000003,0.45454545454545453
2021-06-21,DynamicTeamAgent,compete,0.7046670887109093,0.5546761205357577,0.7046670887109093,0.542979797979798,0.20474145353090914,PageRank 0.178、收益 +4.28%，竞争可扩大影响力。,0.25,0.18245694866959924,0.1777090401340045,6,11,0.04275090740000009,0.45454545454545453
2021-06-21,TruthfulReporterAgent,compete,0.6556320544680465,0.597394002030303,0.6556320544680465,0.2870707070707071,0.2851819121363635,PageRank 0.054、收益 +8.59%，竞争可扩大影响力。,1.0,0.24572577801039644,0.05412753434087156,1,11,0.08590924749999984,0.45454545454545453
2021-06-21,PersuaderAgent,compete,0.6721116972680464,0.2777840086727272,0.6721116972680464,0.4323636363636364,0.24649419482727256,PageRank 0.054、收益 +0.63%，竞争可扩大影响力。,0.2,0.22590830886250293,0.05412753434087156,2,9,0.006278203499999746,0.45454545454545453
2021-06-21,FreeRiderAgent,observe,0.5415151515151515,0.3603681255236364,0.3169646224880467,0.5415151515151515,0.22964309737636363,可见消息 12 且声誉 0.50，先观察以利用外部信息。,0.5,0.0,0.05412753434087156,1,12,0.010011222900000005,0.45454545454545453
2021-06-21,ContrarianAgent,compete,0.6873884724180468,0.40563607002424246,0.6873884724180468,0.4491717171717172,0.22172683230909093,PageRank 0.054、收益 +1.80%，竞争可扩大影响力。,0.4,0.21202252862943105,0.05412753434087156,4,10,0.01802956900000008,0.45454545454545453
2021-06-21,SocialGraphAgent,compete,0.7035679305209092,0.5903379180157576,0.7035679305209092,0.509979797979798,0.20423414975090906,PageRank 0.178、收益 +4.19%，竞争可扩大影响力。,0.4,0.1734858081253527,0.17783553593936166,6,11,0.04190540109999996,0.45454545454545453
2021-06-28,MomentumAgent,compete,0.7373734453680199,0.6399235141575758,0.7373734453680199,0.5249494949494949,0.26715799850909083,PageRank 0.050、收益 +16.04%，竞争可扩大影响力。,0.5,0.27480394876536873,0.04992867679919748,4,14,0.1604148459999999,0.45454545454545453
2021-06-28,MeanReversionAgent,compete,0.7069905536930141,0.5069818800909089,0.7069905536930141,0.43939393939393945,0.21774554740909077,PageRank 0.050、收益 +4.47%，竞争可扩大影响力。,0.6666666666666666,0.20817047693272903,0.04993166357002923,4,12,0.044727427499999806,0.45454545454545453
2021-06-28,LowVolatilityAgent,observe,0.717979797979798,0.5269302494557575,0.6246154161649644,0.717979797979798,0.193122646910909,可见消息 14 且声誉 0.33，先观察以利用外部信息。,0.3333333333333333,0.16313337087866556,0.05003400235112651,6,14,0.07338622969999986,0.45454545454545453
2021-06-28,DrawdownBuyerAgent,observe,0.6349494949494949,0.3669145725175758,0.5650943850380201,0.6349494949494949,0.18764458604909093,可见消息 14 且声誉 0.00，先观察以利用外部信息。,0.0,0.2403799932673154,0.04992867679919748,4,14,0.027892491900000094,0.45454545454545453
2021-06-28,RandomAgent,observe,0.46414141414141413,0.42014876120606065,0.3523586748930146,0.46414141414141413,0.3120413236272729,可见消息 13 且声誉 0.50，先观察以利用外部信息。,0.5,0.0,0.04993166357002923,2,13,0.04885675150000024,0.45454545454545453
2021-06-28,CommitteeTeamAgent,compete,0.7555239300709091,0.5769910460824242,0.7555239300709091,0.7202020202020202,0.17821384185090905,PageRank 0.178、收益 +8.19%，竞争可扩大影响力。,0.0,0.1713087880174403,0.17819060347356747,6,16,0.08187155459999995,0.45454545454545453
2021-06-28,DynamicTeamAgent,compete,0.7551829317509091,0.6328861235224241,0.7551829317509091,0.5588686868686868,0.20805645801090905,PageRank 0.178、收益 +8.16%，竞争可扩大影响力。,0.4,0.17519053067544624,0.1777090401340045,6,13,0.08160924819999993,0.45454545454545453
2021-06-28,TruthfulReporterAgent,compete,0.727572567268047,0.6328628777636364,0.727572567268047,0.3115151515151515,0.30838522573636373,PageRank 0.054、收益 +14.12%，竞争可扩大影响力。,1.0,0.2633131103194414,0.05412753434087156,1,12,0.14124810350000017,0.45454545454545453
2021-06-28,PersuaderAgent,compete,0.6940127375980467,0.3298561236460606,0.6940127375980467,0.42747474747474756,0.2466023672872727,PageRank 0.054、收益 +2.31%，竞争可扩大影响力。,0.3333333333333333,0.2299187749655502,0.05412753434087156,2,10,0.0231251576,0.45454545454545453
2021-06-28,FreeRiderAgent,observe,0.5904040404040404,0.403845476310303,0.3715993458780465,0.5904040404040404,0.2348591235563635,可见消息 14 且声誉 0.50，先观察以利用外部信息。,0.5,0.0,0.05412753434087156,1,14,0.05203793319999983,0.45454545454545453
2021-06-28,ContrarianAgent,compete,0.7065722272680467,0.42220543049090914,0.7065722272680467,0.5127272727272728,0.2105808730090909,PageRank 0.054、收益 +3.28%，竞争可扩大影响力。,0.3333333333333333,0.2008038908246985,0.05412753434087156,4,12,0.0327863035,0.45454545454545453
2021-06-28,SocialGraphAgent,compete,0.7549809489309091,0.6568239749624242,0.7549809489309091,0.5368686868686868,0.20796323517090906,PageRank 0.178、收益 +8.15%，竞争可扩大影响力。,0.5,0.16809346810566014,0.17783553593936166,6,13,0.08145387679999994,0.45454545454545453
2021-07-05,MomentumAgent,compete,0.7514058663680199,0.6442411821575758,0.7514058663680199,0.634949494949495,0.24363450050909086,PageRank 0.050、收益 +17.12%，竞争可扩大影响力。,0.3333333333333333,0.2658027672324429,0.04992867679919748,4,17,0.17120901599999994,0.45454545454545453
2021-07-05,MeanReversionAgent,compete,0.6774304256930137,0.5112197894242423,0.6774304256930137,0.5738383838383838,0.1641024114090906,PageRank 0.050、收益 +2.20%，竞争可扩大影响力。,0.5,0.2175925224116086,0.04993166357002923,4,16,0.02198886749999951,0.45454545454545453
2021-07-05,LowVolatilityAgent,observe,0.8157575757575758,0.5784037829890908,0.6185710668149645,0.8157575757575758,0.15033294721090903,可见消息 18 且声誉 0.33，先观察以利用外部信息。,0.3333333333333333,0.16348552180594908,0.05003400235112651,6,18,0.06873673019999993,0.45454545454545453
2021-07-05,DrawdownBuyerAgent,observe,0.7332507796972727,0.4090909090909091,0.52883414556802,0.7332507796972727,0.1309090909090909,可见消息 19 且声誉 0.00，先观察以利用外部信息。,0.0,0.27041031701893603,0.04992867679919748,4,19,-0.0007478670999999659,0.45454545454545453
2021-07-05,RandomAgent,observe,0.5863636363636364,0.48207519515272734,0.3369529185530145,0.5863636363636364,0.2549309745472728,可见消息 18 且声誉 0.50，先观察以利用外部信息。,0.5,0.0,0.04993166357002923,2,18,0.03700616970000015,0.45454545454545453
2021-07-05,CommitteeTeamAgent,compete,0.7476423689809092,0.6612326170290909,0.7476423689809092,0.7140909090909091,0.15457619827090913,PageRank 0.178、收益 +7.58%，竞争可扩大影响力。,0.25,0.17572543287656534,0.17819060347356747,6,19,0.07580881530000005,0.45454545454545453
2021-07-05,DynamicTeamAgent,compete,0.7473466854109092,0.7078083041357575,0.7473466854109092,0.6346464646464647,0.1644397289309091,PageRank 0.178、收益 +7.56%，竞争可扩大影响力。,0.5,0.1812659427876971,0.1777090401340045,6,17,0.07558136640000002,0.45454545454545453
2021-07-05,TruthfulReporterAgent,compete,0.7412676647880468,0.6504100872569697,0.7412676647880468,0.44595959595959594,0.27470603997636367,PageRank 0.054、收益 +15.18%，竞争可扩大影响力。,0.8333333333333334,0.2604739388916656,0.05412753434087156,1,16,0.15178279390000005,0.45454545454545453
2021-07-05,PersuaderAgent,compete,0.6642661711380465,0.3759414292041558,0.6642661711380465,0.5601731601731602,0.18287318276727263,PageRank 0.054、收益 +0.02%，竞争可扩大影响力。,0.2857142857142857,0.22496233739072238,0.05412753434087156,2,15,0.00024318339999984673,0.45454545454545453
2021-07-05,FreeRiderAgent,observe,0.6881818181818182,0.45597493604363637,0.36768675667804673,0.6881818181818182,0.19305331315636365,可见消息 19 且声誉 0.50，先观察以利用外部信息。,0.5,0.0,0.05412753434087156,1,19,0.04902824920000004,0.45454545454545453
2021-07-05,ContrarianAgent,compete,0.6639500327180468,0.450995670995671,0.6639500327180468,0.625015953411241,0.1509090909090909,PageRank 0.054、收益 -0.58%，竞争可扩大影响力。,0.2857142857142857,0.21419229507928966,0.05412753434087156,4,16,-0.005763874900000077,0.45454545454545453
2021-07-05,SocialGraphAgent,compete,0.7442180383309094,0.7239885006386146,0.7442180383309094,0.618932178932179,0.1629957379709092,PageRank 0.178、收益 +7.32%，竞争可扩大影响力。,0.5714285714285714,0.17319287247722806,0.17783553593936166,6,17,0.07317471480000015,0.45454545454545453
2021-07-12,MomentumAgent,compete,0.78883414556802,0.709090909090909,0.78883414556802,0.6227272727272728,0.2509090909090909,PageRank 0.050、收益 +23.66%，竞争可扩大影响力。,0.5,0.23402013714898728,0.04992867679919748,4,20,0.2365672417000002,0.45454545454545453
2021-07-12,MeanReversionAgent,compete,0.6670615712230141,0.5586960393309091,0.6670615712230141,0.6007272727272728,0.1393167862690908,PageRank 0.050、收益 +1.40%，竞争可扩大影响力。,0.6,0.2279941451326705,0.04993166357002923,4,20,0.014012825599999834,0.45454545454545453
2021-07-12,LowVolatilityAgent,observe,0.8157575757575758,0.6013852717490907,0.6932609052849645,0.8157575757575758,0.184805180350909,可见消息 23 且声誉 0.33，先观察以利用外部信息。,0.3333333333333333,0.16604391409825872,0.05003400235112651,6,23,0.1261904520999999,0.45454545454545453
2021-07-12,DrawdownBuyerAgent,observe,0.7327272727272728,0.41045561473090914,0.5332694388980199,0.7327272727272728,0.1329561493690909,可见消息 23 且声誉 0.00，先观察以利用外部信息。,0.0,0.30187661178786984,0.04992867679919748,4,23,0.003411764099999992,0.45454545454545453
2021-07-12,RandomAgent,observe,0.5863636363636364,0.4861941871127273,0.35033964242301446,0.5863636363636364,0.2611094624872728,可见消息 23 且声誉 0.50，先观察以利用外部信息。,0.5,0.0,0.04993166357002923,2,23,0.04730364960000011,0.45454545454545453
