date,manager,agent,previous_weight,agent_return,log_loss,drawdown_penalty,cvar_penalty,total_loss
2021-12-01,drawdown_constrained_agent_portfolio,MomentumAgent,0.06765509769458024,-0.002258098346361481,0.0022606516949647544,0.06845127659951657,0.005714238396516539,0.07642616669099786
2021-12-01,drawdown_constrained_agent_portfolio,PersuaderAgent,0.05807195556275283,1.838089368155771e-05,-1.8380724755001453e-05,0.06373197296032122,0.004276693581390837,0.06799028581695706
2021-12-01,drawdown_constrained_agent_portfolio,RandomAgent,0.09288553007728821,0.0026768376126469207,-0.0026732612636267477,0.051046104826695436,0.003991074113302114,0.0523639176763708
2021-12-01,drawdown_constrained_agent_portfolio,SocialGraphAgent,0.1212161102592951,-0.0005213569194710832,0.0005214928732455044,0.04379543109336725,0.004778569644238336,0.04909549361085108
2021-12-01,drawdown_constrained_agent_portfolio,TruthfulReporterAgent,0.06878966118791781,-0.002169488671706299,0.002171845421499578,0.0663484748381446,0.005662528435295244,0.07418284869493942
2021-12-08,drawdown_constrained_agent_portfolio,CommitteeTeamAgent,0.12370072788536048,0.018095905947461244,-0.017934123855332395,0.04345707946387721,0.004607571992032263,0.03013052760057708
2021-12-08,drawdown_constrained_agent_portfolio,ContrarianAgent,0.05377968313262809,0.008800490433261032,-0.008761991823550763,0.05814295642132463,0.0041950569013391005,0.053576021499112975
2021-12-08,drawdown_constrained_agent_portfolio,DrawdownBuyerAgent,0.05532113679748787,0.008677719431891884,-0.00864028443566388,0.059221197727845364,0.0040991727145197315,0.05468008600670122
2021-12-08,drawdown_constrained_agent_portfolio,DynamicTeamAgent,0.12366530635253488,0.018058121983414166,-0.017897010784775732,0.043602729594285294,0.004613344866587821,0.030319063676097383
2021-12-08,drawdown_constrained_agent_portfolio,FreeRiderAgent,0.07599406650848853,0.024574371941290973,-0.02427727946496328,0.061072088824492936,0.005449106096896358,0.042243915456426015
2021-12-08,drawdown_constrained_agent_portfolio,LowVolatilityAgent,0.07734415723002795,0.025668079105702457,-0.025344184764479447,0.06136564555565857,0.005293227082738043,0.04131468787391717
2021-12-08,drawdown_constrained_agent_portfolio,MeanReversionAgent,0.08330928320150512,0.004846099210073396,-0.004834394670305457,0.054193149189410754,0.00422834376551442,0.053587098284619716
2021-12-08,drawdown_constrained_agent_portfolio,MomentumAgent,0.06533950578691039,0.029489124927874366,-0.029062683979572866,0.06845127659951657,0.005714238396516539,0.04510283101646024
2021-12-08,drawdown_constrained_agent_portfolio,PersuaderAgent,0.05703862975132811,0.004896106129003819,-0.004884159181204313,0.06373197296032122,0.004276693581390837,0.06312450736050775
2021-12-08,drawdown_constrained_agent_portfolio,RandomAgent,0.09412903091913653,0.011430197595547753,-0.011365366441230821,0.051046104826695436,0.003991074113302114,0.04367181249876673
2021-12-08,drawdown_constrained_agent_portfolio,SocialGraphAgent,0.12364449480789845,0.017209246816140666,-0.017062844984734336,0.04379543109336725,0.004778569644238336,0.03151115575287125
2021-12-08,drawdown_constrained_agent_portfolio,TruthfulReporterAgent,0.06673397762669368,0.029043388948972293,-0.028629622094114644,0.0663484748381446,0.005662528435295244,0.043381381179325204
