date,agent,ticker,side,shares,price,fee,note,notional,cash_after,equity_after
2022-06-17,LowVolatilityAgent,000858,BUY,14,181.18,2.53652,LowVolatilityAgent: own strategy blended with communicated beliefs.,2536.52,20708.57356999997,90176.77356999996
2022-06-17,LowVolatilityAgent,002415,SELL,54,34.55,1.8657,LowVolatilityAgent: own strategy blended with communicated beliefs.,1865.6999999999998,22572.407869999974,90174.90786999997
2022-06-17,LowVolatilityAgent,002594,BUY,1,338.0,0.338,LowVolatilityAgent: own strategy blended with communicated beliefs.,338.0,22234.069869999974,90174.56986999998
2022-06-17,LowVolatilityAgent,300750,SELL,7,486.06,3.40242,LowVolatilityAgent: own strategy blended with communicated beliefs.,3402.42,25633.087449999977,90171.16744999998
2022-06-17,LowVolatilityAgent,600519,BUY,5,1951.0,9.755,LowVolatilityAgent: own strategy blended with communicated beliefs.,9755.0,15868.332449999978,90161.41244999997
2022-06-17,LowVolatilityAgent,601318,BUY,85,47.03,3.9975500000000004,LowVolatilityAgent: own strategy blended with communicated beliefs.,3997.55,11866.784899999977,90157.41489999997
2022-06-17,LowVolatilityAgent,601899,BUY,655,9.88,6.471400000000001,LowVolatilityAgent: own strategy blended with communicated beliefs.,6471.400000000001,5388.913499999976,90150.94349999998
2022-06-17,DrawdownBuyerAgent,002594,BUY,6,338.0,2.028,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,2028.0,6732.786009999989,85395.90600999998
2022-06-17,DrawdownBuyerAgent,300750,SELL,12,486.06,5.83272,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,5832.72,12559.67328999999,85390.07328999999
2022-06-17,DrawdownBuyerAgent,600036,BUY,76,39.85,3.0286,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,3028.6,9528.04468999999,85387.04469
2022-06-17,DrawdownBuyerAgent,601318,SELL,36,47.03,1.69308,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,1693.08,11219.43160999999,85385.35160999997
2022-06-17,DrawdownBuyerAgent,601899,BUY,741,9.88,7.321080000000001,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,7321.080000000001,3891.03052999999,85378.03052999999
2022-06-17,RandomAgent,000002,SELL,231,18.15,4.1926499999999995,RandomAgent: own strategy blended with communicated beliefs.,4192.65,8451.483440000007,86378.06344000001
2022-06-17,RandomAgent,000333,SELL,161,54.76,8.816360000000001,RandomAgent: own strategy blended with communicated beliefs.,8816.36,17259.027080000007,86369.24708
2022-06-17,RandomAgent,000858,BUY,22,181.18,3.98596,RandomAgent: own strategy blended with communicated beliefs.,3985.96,13269.081120000006,86365.26112000001
2022-06-17,RandomAgent,002415,BUY,148,34.55,5.1133999999999995,RandomAgent: own strategy blended with communicated beliefs.,5113.4,8150.567720000006,86360.14772000001
2022-06-17,RandomAgent,002594,SELL,2,338.0,0.676,RandomAgent: own strategy blended with communicated beliefs.,676.0,8825.891720000007,86359.47172
2022-06-17,RandomAgent,300750,SELL,11,486.06,5.34666,RandomAgent: own strategy blended with communicated beliefs.,5346.66,14167.205060000008,86354.12506000002
2022-06-17,RandomAgent,600036,SELL,34,39.85,1.3549000000000002,RandomAgent: own strategy blended with communicated beliefs.,1354.9,15520.750160000007,86352.77016000001
2022-06-17,RandomAgent,601318,BUY,21,47.03,0.98763,RandomAgent: own strategy blended with communicated beliefs.,987.63,14532.132530000006,86351.78253000001
2022-06-17,RandomAgent,601899,BUY,1077,9.88,10.64076,RandomAgent: own strategy blended with communicated beliefs.,10640.76,3880.731770000006,86341.14177000002
2022-06-17,CommitteeTeamAgent,000002,SELL,235,18.15,4.26525,CommitteeTeamAgent: own strategy blended with communicated beliefs.,4265.25,17522.88480000003,89877.02480000004
2022-06-17,CommitteeTeamAgent,000333,SELL,19,54.76,1.04044,CommitteeTeamAgent: own strategy blended with communicated beliefs.,1040.44,18562.284360000027,89875.98436000003
2022-06-17,CommitteeTeamAgent,000858,BUY,7,181.18,1.26826,CommitteeTeamAgent: own strategy blended with communicated beliefs.,1268.26,17292.756100000028,89874.71610000003
2022-06-17,CommitteeTeamAgent,002415,BUY,80,34.55,2.7640000000000002,CommitteeTeamAgent: own strategy blended with communicated beliefs.,2764.0,14525.992100000029,89871.95210000004
2022-06-17,CommitteeTeamAgent,300750,SELL,10,486.06,4.860600000000001,CommitteeTeamAgent: own strategy blended with communicated beliefs.,4860.6,19381.73150000003,89867.09150000004
2022-06-17,CommitteeTeamAgent,600036,SELL,27,39.85,1.07595,CommitteeTeamAgent: own strategy blended with communicated beliefs.,1075.95,20456.605550000033,89866.01555000003
2022-06-17,CommitteeTeamAgent,600519,BUY,1,1951.0,1.951,CommitteeTeamAgent: own strategy blended with communicated beliefs.,1951.0,18503.654550000032,89864.06455000004
2022-06-17,CommitteeTeamAgent,601318,BUY,40,47.03,1.8812,CommitteeTeamAgent: own strategy blended with communicated beliefs.,1881.2,16620.57335000003,89862.18335000004
2022-06-17,CommitteeTeamAgent,601899,BUY,1137,9.88,11.23356,CommitteeTeamAgent: own strategy blended with communicated beliefs.,11233.560000000001,5375.77979000003,89850.94979000003
2022-06-17,DynamicTeamAgent,000002,SELL,237,18.15,4.30155,DynamicTeamAgent: own strategy blended with communicated beliefs.,4301.549999999999,17819.37036000001,90103.45036000002
2022-06-17,DynamicTeamAgent,000333,SELL,17,54.76,0.93092,DynamicTeamAgent: own strategy blended with communicated beliefs.,930.92,18749.35944000001,90102.51944000002
2022-06-17,DynamicTeamAgent,000858,BUY,7,181.18,1.26826,DynamicTeamAgent: own strategy blended with communicated beliefs.,1268.26,17479.831180000012,90101.25118
2022-06-17,DynamicTeamAgent,002415,BUY,80,34.55,2.7640000000000002,DynamicTeamAgent: own strategy blended with communicated beliefs.,2764.0,14713.067180000013,90098.48718000001
2022-06-17,DynamicTeamAgent,300750,SELL,10,486.06,4.860600000000001,DynamicTeamAgent: own strategy blended with communicated beliefs.,4860.6,19568.80658000001,90093.62658000001
2022-06-17,DynamicTeamAgent,600036,SELL,27,39.85,1.07595,DynamicTeamAgent: own strategy blended with communicated beliefs.,1075.95,20643.680630000013,90092.55063000001
2022-06-17,DynamicTeamAgent,600519,BUY,1,1951.0,1.951,DynamicTeamAgent: own strategy blended with communicated beliefs.,1951.0,18690.729630000013,90090.59963000001
2022-06-17,DynamicTeamAgent,601318,BUY,41,47.03,1.92823,DynamicTeamAgent: own strategy blended with communicated beliefs.,1928.23,16760.57140000001,90088.6714
2022-06-17,DynamicTeamAgent,601899,BUY,1149,9.88,11.352120000000001,DynamicTeamAgent: own strategy blended with communicated beliefs.,11352.12,5397.099280000011,90077.31928000001
2022-06-17,TruthfulReporterAgent,000002,SELL,257,18.15,4.664549999999999,TruthfulReporterAgent: own strategy blended with communicated beliefs.,4664.549999999999,13139.55586999993,99458.13586999993
2022-06-17,TruthfulReporterAgent,000333,SELL,88,54.76,4.81888,TruthfulReporterAgent: own strategy blended with communicated beliefs.,4818.88,17953.61698999993,99453.31698999993
2022-06-17,TruthfulReporterAgent,000858,BUY,40,181.18,7.247200000000001,TruthfulReporterAgent: own strategy blended with communicated beliefs.,7247.200000000001,10699.169789999929,99446.06978999992
2022-06-17,TruthfulReporterAgent,300750,SELL,15,486.06,7.2909,TruthfulReporterAgent: own strategy blended with communicated beliefs.,7290.9,17982.77888999993,99438.77888999993
2022-06-17,TruthfulReporterAgent,600036,SELL,89,39.85,3.54665,TruthfulReporterAgent: own strategy blended with communicated beliefs.,3546.65,21525.88223999993,99435.23223999994
2022-06-17,TruthfulReporterAgent,600519,BUY,3,1951.0,5.853,TruthfulReporterAgent: own strategy blended with communicated beliefs.,5853.0,15667.02923999993,99429.37923999994
2022-06-17,TruthfulReporterAgent,601318,BUY,139,47.03,6.537170000000001,TruthfulReporterAgent: own strategy blended with communicated beliefs.,6537.17,9123.322069999931,99422.84206999994
2022-06-17,TruthfulReporterAgent,601899,BUY,470,9.88,4.6436,TruthfulReporterAgent: own strategy blended with communicated beliefs.,4643.6,4475.07846999993,99418.19846999993
2022-06-17,PersuaderAgent,000002,SELL,1087,18.15,19.72905,PersuaderAgent: own strategy blended with communicated beliefs.,19729.05,47227.75709999996,81622.61709999996
2022-06-17,PersuaderAgent,000333,SELL,240,54.76,13.1424,PersuaderAgent: own strategy blended with communicated beliefs.,13142.4,60357.01469999996,81609.47469999996
2022-06-17,PersuaderAgent,002415,BUY,611,34.55,21.11005,PersuaderAgent: own strategy blended with communicated beliefs.,21110.05,39225.854649999965,81588.36464999997
2022-06-17,PersuaderAgent,002594,BUY,5,338.0,1.69,PersuaderAgent: own strategy blended with communicated beliefs.,1690.0,37534.16464999996,81586.67464999997
2022-06-17,PersuaderAgent,600036,SELL,13,39.85,0.5180500000000001,PersuaderAgent: own strategy blended with communicated beliefs.,518.0500000000001,38051.69659999997,81586.15659999996
2022-06-17,PersuaderAgent,601899,BUY,2892,9.88,28.572960000000002,PersuaderAgent: own strategy blended with communicated beliefs.,28572.960000000003,9450.163639999962,81557.58363999997
2022-06-17,FreeRiderAgent,000002,SELL,195,18.15,3.5392499999999996,FreeRiderAgent: own strategy blended with communicated beliefs.,3539.2499999999995,15044.903050000006,86046.06305000001
2022-06-17,FreeRiderAgent,000333,SELL,131,54.76,7.173559999999999,FreeRiderAgent: own strategy blended with communicated beliefs.,7173.5599999999995,22211.289490000006,86038.88949
2022-06-17,FreeRiderAgent,000858,BUY,13,181.18,2.35534,FreeRiderAgent: own strategy blended with communicated beliefs.,2355.34,19853.594150000004,86036.53415
2022-06-17,FreeRiderAgent,002415,SELL,42,34.55,1.4510999999999998,FreeRiderAgent: own strategy blended with communicated beliefs.,1451.1,21303.243050000005,86035.08305
2022-06-17,FreeRiderAgent,002594,BUY,2,338.0,0.676,FreeRiderAgent: own strategy blended with communicated beliefs.,676.0,20626.567050000005,86034.40705000001
2022-06-17,FreeRiderAgent,300750,SELL,7,486.06,3.40242,FreeRiderAgent: own strategy blended with communicated beliefs.,3402.42,24025.584630000005,86031.00463000001
2022-06-17,FreeRiderAgent,600519,BUY,4,1951.0,7.804,FreeRiderAgent: own strategy blended with communicated beliefs.,7804.0,16213.780630000005,86023.20063
2022-06-17,FreeRiderAgent,601318,BUY,81,47.03,3.8094300000000003,FreeRiderAgent: own strategy blended with communicated beliefs.,3809.4300000000003,12400.541200000005,86019.39120000001
2022-06-17,FreeRiderAgent,601899,BUY,624,9.88,6.165120000000001,FreeRiderAgent: own strategy blended with communicated beliefs.,6165.120000000001,6229.256080000005,86013.22608000001
2022-06-17,ContrarianAgent,000002,BUY,61,18.15,1.1071499999999999,ContrarianAgent: own strategy blended with communicated beliefs.,1107.1499999999999,2552.3298099999843,87681.86980999997
2022-06-17,ContrarianAgent,000333,SELL,29,54.76,1.58804,ContrarianAgent: own strategy blended with communicated beliefs.,1588.04,4138.781769999984,87680.28176999999
2022-06-17,ContrarianAgent,002415,BUY,80,34.55,2.7640000000000002,ContrarianAgent: own strategy blended with communicated beliefs.,2764.0,1372.017769999984,87677.51776999998
2022-06-17,ContrarianAgent,601318,SELL,34,47.03,1.59902,ContrarianAgent: own strategy blended with communicated beliefs.,1599.02,2969.438749999984,87675.91875
2022-06-17,ContrarianAgent,601899,SELL,671,9.88,6.629480000000001,ContrarianAgent: own strategy blended with communicated beliefs.,6629.4800000000005,9592.289269999985,87669.28926999998
2022-06-17,SocialGraphAgent,000002,SELL,236,18.15,4.283399999999999,社交图谱型：按有向图影响力混合团队与通信信念。,4283.4,20467.074299999993,90038.66429999997
2022-06-17,SocialGraphAgent,000333,BUY,21,54.76,1.14996,社交图谱型：按有向图影响力混合团队与通信信念。,1149.96,19315.96433999999,90037.51433999998
2022-06-17,SocialGraphAgent,000858,BUY,7,181.18,1.26826,社交图谱型：按有向图影响力混合团队与通信信念。,1268.26,18046.436079999992,90036.24607999998
2022-06-17,SocialGraphAgent,002415,BUY,88,34.55,3.0403999999999995,社交图谱型：按有向图影响力混合团队与通信信念。,3040.3999999999996,15002.995679999993,90033.20567999998
2022-06-17,SocialGraphAgent,002594,SELL,1,338.0,0.338,社交图谱型：按有向图影响力混合团队与通信信念。,338.0,15340.657679999993,90032.86767999998
2022-06-17,SocialGraphAgent,300750,SELL,9,486.06,4.37454,社交图谱型：按有向图影响力混合团队与通信信念。,4374.54,19710.823139999993,90028.49313999998
2022-06-17,SocialGraphAgent,600036,SELL,21,39.85,0.8368500000000001,社交图谱型：按有向图影响力混合团队与通信信念。,836.85,20546.836289999992,90027.65628999998
2022-06-17,SocialGraphAgent,600519,BUY,2,1951.0,3.902,社交图谱型：按有向图影响力混合团队与通信信念。,3902.0,16640.93428999999,90023.75428999998
2022-06-17,SocialGraphAgent,601318,BUY,27,47.03,1.2698099999999999,社交图谱型：按有向图影响力混合团队与通信信念。,1269.81,15369.85447999999,90022.48447999998
2022-06-17,SocialGraphAgent,601899,BUY,1106,9.88,10.927280000000001,社交图谱型：按有向图影响力混合团队与通信信念。,10927.28,4431.64719999999,90011.5572
2022-06-24,MomentumAgent,000002,SELL,132,18.34,2.4208800000000004,MomentumAgent: own strategy blended with communicated beliefs.,2420.88,6851.282549999988,102942.83254999999
2022-06-24,MomentumAgent,000333,SELL,19,57.8,1.0982,MomentumAgent: own strategy blended with communicated beliefs.,1098.2,7948.3843499999875,102941.73434999998
2022-06-24,MomentumAgent,000858,SELL,3,185.0,0.555,MomentumAgent: own strategy blended with communicated beliefs.,555.0,8502.829349999987,102941.17934999998
2022-06-24,MomentumAgent,002415,BUY,45,35.69,1.60605,MomentumAgent: own strategy blended with communicated beliefs.,1606.05,6895.173299999988,102939.57329999999
2022-06-24,MomentumAgent,002594,SELL,28,351.05,9.8294,MomentumAgent: own strategy blended with communicated beliefs.,9829.4,16714.74389999999,102929.74389999999
2022-06-24,MomentumAgent,300750,BUY,28,563.5,15.778,MomentumAgent: own strategy blended with communicated beliefs.,15778.0,920.9658999999901,102913.9659
2022-06-24,MomentumAgent,601318,SELL,77,46.76,3.60052,MomentumAgent: own strategy blended with communicated beliefs.,3600.52,4517.885379999991,102910.36537999999
2022-06-24,MomentumAgent,601899,SELL,198,9.2,1.8215999999999999,MomentumAgent: own strategy blended with communicated beliefs.,1821.6,6337.663779999991,102908.54377999999
2022-06-24,MeanReversionAgent,000002,SELL,295,18.34,5.4103,MeanReversionAgent: own strategy blended with communicated beliefs.,5410.3,14138.386660000004,83129.67666
2022-06-24,MeanReversionAgent,000333,SELL,172,57.8,9.941600000000001,MeanReversionAgent: own strategy blended with communicated beliefs.,9941.6,24070.045060000004,83119.73506
2022-06-24,MeanReversionAgent,002415,SELL,303,35.69,10.81407,MeanReversionAgent: own strategy blended with communicated beliefs.,10814.07,34873.30099,83108.92099
2022-06-24,MeanReversionAgent,002594,SELL,7,351.05,2.45735,MeanReversionAgent: own strategy blended with communicated beliefs.,2457.35,37328.193640000005,83106.46364
2022-06-24,MeanReversionAgent,300750,BUY,16,563.5,9.016,MeanReversionAgent: own strategy blended with communicated beliefs.,9016.0,28303.177640000005,83097.44764
2022-06-24,MeanReversionAgent,601899,BUY,205,9.2,1.886,MeanReversionAgent: own strategy blended with communicated beliefs.,1885.9999999999998,26415.291640000007,83095.56164
2022-06-24,LowVolatilityAgent,000002,SELL,439,18.34,8.051260000000001,LowVolatilityAgent: own strategy blended with communicated beliefs.,8051.26,13432.122239999975,92019.12223999997
2022-06-24,LowVolatilityAgent,000333,SELL,63,57.8,3.6413999999999995,LowVolatilityAgent: own strategy blended with communicated beliefs.,3641.3999999999996,17069.880839999976,92015.48083999997
2022-06-24,LowVolatilityAgent,000858,BUY,23,185.0,4.255,LowVolatilityAgent: own strategy blended with communicated beliefs.,4255.0,12810.625839999975,92011.22583999998
2022-06-24,LowVolatilityAgent,002594,SELL,5,351.05,1.75525,LowVolatilityAgent: own strategy blended with communicated beliefs.,1755.25,14564.120589999975,92009.47058999998
2022-06-24,LowVolatilityAgent,300750,BUY,14,563.5,7.889,LowVolatilityAgent: own strategy blended with communicated beliefs.,7889.0,6667.231589999975,92001.58158999999
2022-06-24,LowVolatilityAgent,600519,BUY,3,2009.01,6.02703,LowVolatilityAgent: own strategy blended with communicated beliefs.,6027.03,634.1745599999749,91995.55455999998
2022-06-24,LowVolatilityAgent,601318,SELL,85,46.76,3.9746,LowVolatilityAgent: own strategy blended with communicated beliefs.,3974.6,4604.799959999975,91991.57995999997
2022-06-24,LowVolatilityAgent,601899,SELL,75,9.2,0.6900000000000001,LowVolatilityAgent: own strategy blended with communicated beliefs.,690.0,5294.109959999975,91990.88995999997
2022-06-24,DrawdownBuyerAgent,000002,SELL,112,18.34,2.05408,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,2054.08,5943.05644999999,86050.58644999999
2022-06-24,DrawdownBuyerAgent,000333,SELL,102,57.8,5.8956,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,5895.599999999999,11832.76084999999,86044.69084999998
2022-06-24,DrawdownBuyerAgent,002415,SELL,49,35.69,1.74881,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,1748.81,13579.82203999999,86042.94203999998
2022-06-24,DrawdownBuyerAgent,002594,SELL,3,351.05,1.05315,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,1053.15,14631.91888999999,86041.88888999999
2022-06-24,DrawdownBuyerAgent,300750,SELL,2,563.5,1.127,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,1127.0,15757.79188999999,86040.76189
2022-06-24,DrawdownBuyerAgent,600036,BUY,74,40.2,2.9748,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,2974.8,12780.01708999999,86037.78709
2022-06-24,DrawdownBuyerAgent,601318,BUY,15,46.76,0.7014,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,701.4,12077.91568999999,86037.08568999999
2022-06-24,DrawdownBuyerAgent,601899,BUY,917,9.2,8.436399999999999,DrawdownBuyerAgent: own strategy blended with communicated beliefs.,8436.4,3633.0792899999906,86028.64928999999
2022-06-24,RandomAgent,000333,SELL,67,57.8,3.8726,RandomAgent: own strategy blended with communicated beliefs.,3872.6,7749.459170000006,87700.70916999999
2022-06-24,RandomAgent,000858,SELL,18,185.0,3.33,RandomAgent: own strategy blended with communicated beliefs.,3330.0,11076.129170000006,87697.37917
2022-06-24,RandomAgent,002415,SELL,131,35.69,4.675389999999999,RandomAgent: own strategy blended with communicated beliefs.,4675.389999999999,15746.843780000005,87692.70378
2022-06-24,RandomAgent,300750,BUY,9,563.5,5.0715,RandomAgent: own strategy blended with communicated beliefs.,5071.5,10670.272280000005,87687.63227999999
2022-06-24,RandomAgent,600036,BUY,82,40.2,3.2964,RandomAgent: own strategy blended with communicated beliefs.,3296.4,7370.575880000004,87684.33588
2022-06-24,RandomAgent,601318,SELL,202,46.76,9.44552,RandomAgent: own strategy blended with communicated beliefs.,9445.52,16806.650360000003,87674.89036
2022-06-24,RandomAgent,601899,BUY,609,9.2,5.602799999999999,RandomAgent: own strategy blended with communicated beliefs.,5602.799999999999,11198.247560000003,87669.28756000001
2022-06-24,CommitteeTeamAgent,000002,SELL,213,18.34,3.9064200000000002,CommitteeTeamAgent: own strategy blended with communicated beliefs.,3906.42,9278.29337000003,91356.04337000003
2022-06-24,CommitteeTeamAgent,000333,SELL,145,57.8,8.381,CommitteeTeamAgent: own strategy blended with communicated beliefs.,8381.0,17650.912370000027,91347.66237000003
2022-06-24,CommitteeTeamAgent,002415,SELL,58,35.69,2.07002,CommitteeTeamAgent: own strategy blended with communicated beliefs.,2070.02,19718.86235000003,91345.59235000002
2022-06-24,CommitteeTeamAgent,002594,SELL,10,351.05,3.5105,CommitteeTeamAgent: own strategy blended with communicated beliefs.,3510.5,23225.85185000003,91342.08185000002
2022-06-24,CommitteeTeamAgent,300750,BUY,14,563.5,7.889,CommitteeTeamAgent: own strategy blended with communicated beliefs.,7889.0,15328.962850000029,91334.19285000002
2022-06-24,CommitteeTeamAgent,600036,BUY,11,40.2,0.44220000000000004,CommitteeTeamAgent: own strategy blended with communicated beliefs.,442.20000000000005,14886.320650000029,91333.75065000002
2022-06-24,CommitteeTeamAgent,600519,BUY,1,2009.01,2.00901,CommitteeTeamAgent: own strategy blended with communicated beliefs.,2009.01,12875.301640000029,91331.74164000004
2022-06-24,CommitteeTeamAgent,601318,SELL,33,46.76,1.54308,CommitteeTeamAgent: own strategy blended with communicated beliefs.,1543.08,14416.83856000003,91330.19856000003
2022-06-24,CommitteeTeamAgent,601899,BUY,859,9.2,7.902799999999999,CommitteeTeamAgent: own strategy blended with communicated beliefs.,7902.799999999999,6506.13576000003,91322.29576000004
2022-06-24,DynamicTeamAgent,000002,SELL,216,18.34,3.96144,DynamicTeamAgent: own strategy blended with communicated beliefs.,3961.44,9354.577840000013,91576.28784000002
2022-06-24,DynamicTeamAgent,000333,SELL,148,57.8,8.5544,DynamicTeamAgent: own strategy blended with communicated beliefs.,8554.4,17900.423440000013,91567.73344000001
2022-06-24,DynamicTeamAgent,002415,SELL,46,35.69,1.6417399999999998,DynamicTeamAgent: own strategy blended with communicated beliefs.,1641.7399999999998,19540.521700000012,91566.0917
2022-06-24,DynamicTeamAgent,002594,SELL,10,351.05,3.5105,DynamicTeamAgent: own strategy blended with communicated beliefs.,3510.5,23047.51120000001,91562.5812
2022-06-24,DynamicTeamAgent,300750,BUY,14,563.5,7.889,DynamicTeamAgent: own strategy blended with communicated beliefs.,7889.0,15150.622200000013,91554.6922
2022-06-24,DynamicTeamAgent,600036,BUY,11,40.2,0.44220000000000004,DynamicTeamAgent: own strategy blended with communicated beliefs.,442.20000000000005,14707.980000000012,91554.25000000001
2022-06-24,DynamicTeamAgent,600519,BUY,1,2009.01,2.00901,DynamicTeamAgent: own strategy blended with communicated beliefs.,2009.01,12696.960990000012,91552.24099
2022-06-24,DynamicTeamAgent,601318,SELL,34,46.76,1.58984,DynamicTeamAgent: own strategy blended with communicated beliefs.,1589.84,14285.211150000012,91550.65115000002
2022-06-24,DynamicTeamAgent,601899,BUY,854,9.2,7.8568,DynamicTeamAgent: own strategy blended with communicated beliefs.,7856.799999999999,6420.554350000013,91542.79435000001
2022-06-24,TruthfulReporterAgent,000002,SELL,128,18.34,2.34752,TruthfulReporterAgent: own strategy blended with communicated beliefs.,2347.52,6820.25094999993,102704.96094999992
2022-06-24,TruthfulReporterAgent,000333,SELL,17,57.8,0.9825999999999999,TruthfulReporterAgent: own strategy blended with communicated beliefs.,982.5999999999999,7801.868349999929,102703.97834999992
2022-06-24,TruthfulReporterAgent,000858,SELL,3,185.0,0.555,TruthfulReporterAgent: own strategy blended with communicated beliefs.,555.0,8356.313349999928,102703.42334999991
2022-06-24,TruthfulReporterAgent,002415,BUY,45,35.69,1.60605,TruthfulReporterAgent: own strategy blended with communicated beliefs.,1606.05,6748.657299999928,102701.81729999992
2022-06-24,TruthfulReporterAgent,002594,SELL,25,351.05,8.776250000000001,TruthfulReporterAgent: own strategy blended with communicated beliefs.,8776.25,15516.131049999927,102693.04104999991
2022-06-24,TruthfulReporterAgent,300750,BUY,26,563.5,14.651,TruthfulReporterAgent: own strategy blended with communicated beliefs.,14651.0,850.4800499999274,102678.39004999991
2022-06-24,TruthfulReporterAgent,601318,SELL,78,46.76,3.64728,TruthfulReporterAgent: own strategy blended with communicated beliefs.,3647.2799999999997,4494.112769999927,102674.74276999992
2022-06-24,TruthfulReporterAgent,601899,SELL,184,9.2,1.6928,TruthfulReporterAgent: own strategy blended with communicated beliefs.,1692.8,6185.219969999927,102673.04996999992
2022-06-24,PersuaderAgent,000333,SELL,296,57.8,17.1088,PersuaderAgent: own strategy blended with communicated beliefs.,17108.8,26541.85483999996,81402.87483999996
2022-06-24,PersuaderAgent,002415,SELL,376,35.69,13.41944,PersuaderAgent: own strategy blended with communicated beliefs.,13419.439999999999,39947.87539999996,81389.45539999996
2022-06-24,PersuaderAgent,002594,SELL,8,351.05,2.8084000000000002,PersuaderAgent: own strategy blended with communicated beliefs.,2808.4,42753.46699999996,81386.64699999997
2022-06-24,PersuaderAgent,300750,BUY,28,563.5,15.778,PersuaderAgent: own strategy blended with communicated beliefs.,15778.0,26959.688999999962,81370.86899999996
2022-06-24,PersuaderAgent,601899,BUY,205,9.2,1.886,PersuaderAgent: own strategy blended with communicated beliefs.,1885.9999999999998,25071.802999999964,81368.98299999996
2022-06-24,FreeRiderAgent,000002,SELL,419,18.34,7.6844600000000005,FreeRiderAgent: own strategy blended with communicated beliefs.,7684.46,13906.031620000005,87765.18162
2022-06-24,FreeRiderAgent,000333,SELL,60,57.8,3.468,FreeRiderAgent: own strategy blended with communicated beliefs.,3468.0,17370.563620000004,87761.71362
2022-06-24,FreeRiderAgent,000858,BUY,22,185.0,4.07,FreeRiderAgent: own strategy blended with communicated beliefs.,4070.0,13296.493620000005,87757.64362
2022-06-24,FreeRiderAgent,002594,SELL,4,351.05,1.4042000000000001,FreeRiderAgent: own strategy blended with communicated beliefs.,1404.2,14699.289420000005,87756.23942
2022-06-24,FreeRiderAgent,300750,BUY,13,563.5,7.3255,FreeRiderAgent: own strategy blended with communicated beliefs.,7325.5,7366.463920000005,87748.91392
2022-06-24,FreeRiderAgent,600519,BUY,3,2009.01,6.02703,FreeRiderAgent: own strategy blended with communicated beliefs.,6027.03,1333.4068900000048,87742.88689
2022-06-24,FreeRiderAgent,601318,SELL,81,46.76,3.78756,FreeRiderAgent: own strategy blended with communicated beliefs.,3787.56,5117.179330000005,87739.09933
2022-06-24,FreeRiderAgent,601899,SELL,81,9.2,0.7452,FreeRiderAgent: own strategy blended with communicated beliefs.,745.1999999999999,5861.634130000005,87738.35413
2022-06-24,ContrarianAgent,000002,BUY,373,18.34,6.84082,ContrarianAgent: own strategy blended with communicated beliefs.,6840.82,2744.6284499999847,89162.12844999997
2022-06-24,ContrarianAgent,000333,SELL,60,57.8,3.468,ContrarianAgent: own strategy blended with communicated beliefs.,3468.0,6209.160449999985,89158.66044999997
2022-06-24,ContrarianAgent,002415,SELL,47,35.69,1.67743,ContrarianAgent: own strategy blended with communicated beliefs.,1677.4299999999998,7884.913019999985,89156.98301999999
2022-06-24,ContrarianAgent,002594,BUY,1,351.05,0.35105000000000003,ContrarianAgent: own strategy blended with communicated beliefs.,351.05,7533.511969999985,89156.63196999999
2022-06-24,ContrarianAgent,300750,SELL,15,563.5,8.4525,ContrarianAgent: own strategy blended with communicated beliefs.,8452.5,15977.559469999986,89148.17946999997
2022-06-24,ContrarianAgent,600036,BUY,111,40.2,4.462200000000001,ContrarianAgent: own strategy blended with communicated beliefs.,4462.200000000001,11510.897269999985,89143.71727
2022-06-24,ContrarianAgent,601318,BUY,14,46.76,0.65464,ContrarianAgent: own strategy blended with communicated beliefs.,654.64,10855.602629999985,89143.06262999999
2022-06-24,ContrarianAgent,601899,BUY,719,9.2,6.6148,ContrarianAgent: own strategy blended with communicated beliefs.,6614.799999999999,4234.187829999985,89136.44782999999
2022-06-24,SocialGraphAgent,000002,SELL,206,18.34,3.77804,社交图谱型：按有向图影响力混合团队与通信信念。,3778.04,8205.90915999999,91518.94916
2022-06-24,SocialGraphAgent,000333,SELL,78,57.8,4.5084,社交图谱型：按有向图影响力混合团队与通信信念。,4508.4,12709.80075999999,91514.44075999998
2022-06-24,SocialGraphAgent,002415,SELL,122,35.69,4.3541799999999995,社交图谱型：按有向图影响力混合团队与通信信念。,4354.179999999999,17059.62657999999,91510.08658
2022-06-24,SocialGraphAgent,002594,SELL,5,351.05,1.75525,社交图谱型：按有向图影响力混合团队与通信信念。,1755.25,18813.12132999999,91508.33133
2022-06-24,SocialGraphAgent,300750,BUY,12,563.5,6.7620000000000005,社交图谱型：按有向图影响力混合团队与通信信念。,6762.0,12044.359329999992,91501.56933
