agent,CommitteeTeamAgent,ContrarianAgent,DrawdownBuyerAgent,DynamicTeamAgent,FreeRiderAgent,LowVolatilityAgent,MeanReversionAgent,MomentumAgent,PersuaderAgent,RandomAgent,SocialGraphAgent,TruthfulReporterAgent
CommitteeTeamAgent,1.0,0.3972506797207409,0.6587061092583456,0.8848102831736684,0.8423862628069693,0.26962374216381535,0.5063089910123336,0.7991771752621065,0.8688993160784346,0.3292428066600352,0.8522245807332476,0.8559183239370688
ContrarianAgent,0.3972506797207409,1.0,0.797170908738257,0.4380353191653829,0.4967690646182518,0.40591726474929424,0.8387235693489024,0.6195718054229662,0.3331168275318648,0.2616797569881887,0.2786987065866962,0.6838790901609981
DrawdownBuyerAgent,0.6587061092583456,0.797170908738257,1.0,0.5901829168476352,0.5870056353773903,0.4736859800375695,0.8278534497951128,0.7585677412193466,0.5701107354089552,0.3191646527279724,0.3880109496577575,0.9010829555231615
DynamicTeamAgent,0.8848102831736684,0.4380353191653829,0.5901829168476352,1.0,0.8276106231782723,0.1278507590714426,0.5454651745721653,0.6578902501677851,0.8969958569652443,0.34249277103338793,0.8562254116104684,0.8264387260456854
FreeRiderAgent,0.8423862628069693,0.4967690646182518,0.5870056353773903,0.8276106231782723,1.0,0.22521466907022808,0.5088918309911287,0.717334284664621,0.6683947453161166,0.25575131404641865,0.8708887430962323,0.7193598310163317
LowVolatilityAgent,0.26962374216381535,0.40591726474929424,0.4736859800375695,0.1278507590714426,0.22521466907022808,1.0,0.36518315087743974,0.42773529512217473,0.17337952091249292,0.1770848801036201,0.1832751531033751,0.3791735049030926
MeanReversionAgent,0.5063089910123336,0.8387235693489024,0.8278534497951128,0.5454651745721653,0.5088918309911287,0.36518315087743974,1.0,0.6872431494209507,0.4905296333642519,0.4150608515824533,0.3768597358341087,0.7802745854296846
MomentumAgent,0.7991771752621065,0.6195718054229662,0.7585677412193466,0.6578902501677851,0.717334284664621,0.42773529512217473,0.6872431494209507,1.0,0.7038019863609842,0.40413626479738524,0.6573347108707641,0.8172775674986984
PersuaderAgent,0.8688993160784346,0.3331168275318648,0.5701107354089552,0.8969958569652443,0.6683947453161166,0.17337952091249292,0.4905296333642519,0.7038019863609842,1.0,0.4945158864331815,0.7803803694537937,0.784442999031583
RandomAgent,0.3292428066600352,0.2616797569881887,0.3191646527279724,0.34249277103338793,0.25575131404641865,0.1770848801036201,0.4150608515824533,0.40413626479738524,0.4945158864331815,1.0,0.29338642585355856,0.3498883021906428
SocialGraphAgent,0.8522245807332476,0.2786987065866962,0.3880109496577575,0.8562254116104684,0.8708887430962323,0.1832751531033751,0.3768597358341087,0.6573347108707641,0.7803803694537937,0.29338642585355856,1.0,0.6269196137017936
TruthfulReporterAgent,0.8559183239370688,0.6838790901609981,0.9010829555231615,0.8264387260456854,0.7193598310163317,0.3791735049030926,0.7802745854296846,0.8172775674986984,0.784442999031583,0.3498883021906428,0.6269196137017936,1.0
