date,manager,equity,daily_return
2021-01-04,equal_agent_portfolio,100000.0,0.0
2021-01-05,equal_agent_portfolio,100000.15833333334,1.5833333333141334e-06
2021-01-06,equal_agent_portfolio,100061.71795981887,0.0006155952901628533
2021-01-07,equal_agent_portfolio,100323.33170525602,0.0026145238236086428
2021-01-08,equal_agent_portfolio,100197.7061399972,-0.0012522068707595257
2021-01-11,equal_agent_portfolio,100018.19123641496,-0.0017916069189390185
2021-01-12,equal_agent_portfolio,100341.15381409302,0.003229038374775885
2021-01-13,equal_agent_portfolio,100085.11203301072,-0.002551712546147167
2021-01-14,equal_agent_portfolio,99201.10688774362,-0.008832533903499473
2021-01-15,equal_agent_portfolio,99501.11905231161,0.0030242824297060287
2021-01-18,equal_agent_portfolio,99520.90661824199,0.00019886777273304487
2021-01-19,equal_agent_portfolio,99130.96324708813,-0.003918205575132634
2021-01-20,equal_agent_portfolio,99613.7683219474,0.00487037610696723
2021-01-21,equal_agent_portfolio,101104.14923683935,0.014961595570554995
2021-01-22,equal_agent_portfolio,101053.87518095426,-0.000497250174840221
2021-01-25,equal_agent_portfolio,102513.7247569296,0.014446250313124742
2021-01-26,equal_agent_portfolio,101345.8908718654,-0.011391975931352116
2021-01-27,equal_agent_portfolio,100897.75727746995,-0.004421823031404823
2021-01-28,equal_agent_portfolio,99227.14119990222,-0.01655751448442518
2021-01-29,equal_agent_portfolio,99709.24563332975,0.004858594408724094
2021-02-01,equal_agent_portfolio,99888.19129950317,0.0017946747569576316
2021-02-02,equal_agent_portfolio,103162.2660122718,0.032777395107212316
2021-02-03,equal_agent_portfolio,102650.8646594771,-0.0049572520318026765
2021-02-04,equal_agent_portfolio,102696.37905722036,0.0004433903006490678
2021-02-05,equal_agent_portfolio,102311.63587009549,-0.003746414339598954
2021-02-08,equal_agent_portfolio,102622.46339186293,0.003038046641753463
2021-02-09,equal_agent_portfolio,103241.7386920489,0.006034500437017134
2021-02-10,equal_agent_portfolio,104156.79482489241,0.008863238302998289
2021-02-18,equal_agent_portfolio,103815.47535858261,-0.003276977434680213
2021-02-19,equal_agent_portfolio,104300.84610736054,0.00467532173889723
2021-02-22,equal_agent_portfolio,102329.27890076142,-0.018902696192605463
2021-02-23,equal_agent_portfolio,102355.65663323605,0.00025777307099176616
2021-02-24,equal_agent_portfolio,100800.26205199763,-0.015195980685383635
2021-02-25,equal_agent_portfolio,101352.58835654688,0.0054794133795438744
2021-02-26,equal_agent_portfolio,100141.27640662508,-0.011951465370184237
