sender_id,prediction_count,avg_confidence,reputation,calibration_error,influence_score
ContrarianAgent,140,0.7567145332039299,0.48201438848920863,0.325224722506272,0.1932223104904167
FreeRiderAgent,19,0.7886096195119869,0.5789473684210527,0.291552357439364,0.14262540458614076
PersuaderAgent,140,0.9425200790277103,0.5179856115107914,0.4282301328997423,0.21007824600730718
SocialGraphAgent,140,0.6884298102354298,0.5899280575539568,0.2543770970092725,0.16969904442138456
TruthfulReporterAgent,140,0.793775523148301,0.5035971223021583,0.3339223096684919,0.1692365167773631
