agent,CommitteeTeamAgent,ContrarianAgent,DrawdownBuyerAgent,DynamicTeamAgent,FreeRiderAgent,LowVolatilityAgent,MeanReversionAgent,MomentumAgent,PersuaderAgent,RandomAgent,SocialGraphAgent,TruthfulReporterAgent
CommitteeTeamAgent,1.0,0.27581591925674737,0.17849833411810928,0.5033877292072594,0.877783672088187,-0.09084767862977952,0.2137453621282175,0.4143376285889657,0.18781379105175694,0.1312647429670122,0.46356380501347816,0.7400841273909037
ContrarianAgent,0.27581591925674737,1.0,0.6426994535036783,0.6102896066552864,0.3524254882314039,0.14826807746407114,0.8560119044193284,0.6601494842121208,0.5294374257994371,0.5376761813620508,0.6169488407456681,0.33433594569644776
DrawdownBuyerAgent,0.17849833411810928,0.6426994535036783,1.0,0.6198407016069469,0.2777887947735288,0.12499182052748953,0.8239232475566157,0.7706555590183101,0.7202428516627001,0.9397680068688966,0.546844309260973,0.15280044514175678
DynamicTeamAgent,0.5033877292072594,0.6102896066552864,0.6198407016069469,1.0,0.6975112222931416,0.14580957877392903,0.6279526954934301,0.7036971520186094,0.5425793204640041,0.5308834327669253,0.8565991553145295,0.6716176158981954
FreeRiderAgent,0.877783672088187,0.3524254882314039,0.2777887947735288,0.6975112222931416,1.0,-0.05444076383806319,0.2981107544754249,0.5165660452689471,0.2636717889440399,0.20604502199749608,0.63407192928436,0.745014337697397
LowVolatilityAgent,-0.09084767862977952,0.14826807746407114,0.12499182052748953,0.14580957877392903,-0.05444076383806319,1.0,0.1619526089386248,0.19003749436920173,0.2842088532909017,0.07806586358094719,0.18594432662138158,0.142456143339825
MeanReversionAgent,0.2137453621282175,0.8560119044193284,0.8239232475566157,0.6279526954934301,0.2981107544754249,0.1619526089386248,1.0,0.6772996544774222,0.6466346102752856,0.720822749997437,0.5752656358996092,0.27570377359862486
MomentumAgent,0.4143376285889657,0.6601494842121208,0.7706555590183101,0.7036971520186094,0.5165660452689471,0.19003749436920173,0.6772996544774222,1.0,0.6226776028841131,0.7599061470840058,0.7110774583714143,0.408131569802948
PersuaderAgent,0.18781379105175694,0.5294374257994371,0.7202428516627001,0.5425793204640041,0.2636717889440399,0.2842088532909017,0.6466346102752856,0.6226776028841131,1.0,0.6640952261242475,0.5626495782807216,0.11261007540629014
RandomAgent,0.1312647429670122,0.5376761813620508,0.9397680068688966,0.5308834327669253,0.20604502199749608,0.07806586358094719,0.720822749997437,0.7599061470840058,0.6640952261242475,1.0,0.4604819504790576,0.10391325495935802
SocialGraphAgent,0.46356380501347816,0.6169488407456681,0.546844309260973,0.8565991553145295,0.63407192928436,0.18594432662138158,0.5752656358996092,0.7110774583714143,0.5626495782807216,0.4604819504790576,1.0,0.5960636558750411
TruthfulReporterAgent,0.7400841273909037,0.33433594569644776,0.15280044514175678,0.6716176158981954,0.745014337697397,0.142456143339825,0.27570377359862486,0.408131569802948,0.11261007540629014,0.10391325495935802,0.5960636558750411,1.0
