date,manager,equity,daily_return
2021-01-04,equal_agent_portfolio,100000.0,0.0
2021-01-05,equal_agent_portfolio,100219.65833333333,0.002196583333333335
2021-01-06,equal_agent_portfolio,100372.02752995177,0.0015203523854736927
2021-01-07,equal_agent_portfolio,100498.44055996684,0.0012594448187006242
2021-01-08,equal_agent_portfolio,100312.71270713452,-0.0018480670127562493
2021-01-11,equal_agent_portfolio,100089.65248435842,-0.0022236485960392127
2021-01-12,equal_agent_portfolio,100547.84987949145,0.004577869777344182
2021-01-13,equal_agent_portfolio,100020.8507242261,-0.005241277221710536
2021-01-14,equal_agent_portfolio,99218.2616907401,-0.008024217227454573
2021-01-15,equal_agent_portfolio,99519.50784618965,0.0030361966669858
2021-01-18,equal_agent_portfolio,99586.10467684368,0.0006691836816251351
2021-01-19,equal_agent_portfolio,99065.7604619722,-0.005225068462713691
2021-01-20,equal_agent_portfolio,99755.8880611296,0.006966358466730927
2021-01-21,equal_agent_portfolio,99929.49568372354,0.0017403245659799726
2021-01-22,equal_agent_portfolio,100350.25625789692,0.004210574378410686
2021-01-25,equal_agent_portfolio,100392.69034715794,0.0004228597996995265
2021-01-26,equal_agent_portfolio,100019.9446042476,-0.0037128773182726706
2021-01-27,equal_agent_portfolio,100041.5040836612,0.00021555180318193656
2021-01-28,equal_agent_portfolio,99356.62856753415,-0.00684591382746813
2021-01-29,equal_agent_portfolio,98896.68381674343,-0.004629230655487444
2021-02-01,equal_agent_portfolio,98865.57393596385,-0.0003145695040414712
2021-02-02,equal_agent_portfolio,99330.7016147373,0.004704647535599303
2021-02-03,equal_agent_portfolio,99604.50225480174,0.002756455311534798
2021-02-04,equal_agent_portfolio,100001.84513381239,0.003989206009926861
2021-02-05,equal_agent_portfolio,99565.27297293948,-0.0043656410568097825
2021-02-08,equal_agent_portfolio,100370.64557704874,0.008088890634871669
2021-02-09,equal_agent_portfolio,100791.36865478725,0.0041916944473128865
2021-02-10,equal_agent_portfolio,101224.70530474611,0.004299342847928267
2021-02-18,equal_agent_portfolio,100554.08190397595,-0.0066250961042681284
2021-02-19,equal_agent_portfolio,100340.63315694725,-0.0021227258305886636
2021-02-22,equal_agent_portfolio,99324.7448953019,-0.010124395568207682
2021-02-23,equal_agent_portfolio,99315.16134633524,-9.648702321625933e-05
2021-02-24,equal_agent_portfolio,97869.63224686324,-0.014554969048795078
2021-02-25,equal_agent_portfolio,97712.01112007484,-0.0016105212941929048
2021-02-26,equal_agent_portfolio,96672.91064645139,-0.010634316720249863
2021-03-01,equal_agent_portfolio,97751.03181611309,0.011152257260615202
2021-03-02,equal_agent_portfolio,97746.80228873268,-4.3268365579505565e-05
2021-03-03,equal_agent_portfolio,98025.72624794424,0.0028535353861261306
2021-03-04,equal_agent_portfolio,96685.86640000559,-0.013668451122204855
2021-03-05,equal_agent_portfolio,96309.65172424722,-0.0038911031132709737
2021-03-08,equal_agent_portfolio,95151.58539709,-0.012024405720757598
2021-03-09,equal_agent_portfolio,94652.49452141272,-0.005245218706492953
2021-03-10,equal_agent_portfolio,95378.85489185841,0.007673969652024022
2021-03-11,equal_agent_portfolio,96467.82560262231,0.01141731793696386
